publisher,journal_title,acronym,issn,eissn,oa_model,subject_area,imprint,scope,journal_url,index_wos,scopus_covered,jif_2024,jif_quartile,citescore_2024,citescore_quartile,sjr_2024,sjr_quartile,best_quartile,quartile_basis,list_context,source_file,source_sheet,source_row
Elsevier,Automatica,,0005-1098,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,32
Elsevier,Automation in Construction,,0926-5805,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,33
Elsevier,Building and Environment,,0360-1323,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,34
Elsevier,Biochimica et Biophysica Acta: Bioenergetics,,0005-2728,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,35
Elsevier,Biochimica et Biophysica Acta: Reviews on Cancer,,0304-419X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,36
Elsevier,Biochimica et Biophysica Acta: Molecular Basis of Disease,,0925-4439,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,37
Elsevier,Biochimica et Biophysica Acta: General Subjects,,0304-4165,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,38
Elsevier,Biochimica et Biophysica Acta: Gene Regulatory Mechanisms,,1874-9399,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,39
Elsevier,Biochimica et Biophysica Acta: Molecular and Cell Biology of Lipids,,1388-1981,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,40
Elsevier,Biochimica et Biophysica Acta: Molecular Cell Research,,0167-4889,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,41
Elsevier,Biochimica et Biophysica Acta: Biomembranes,,0005-2736,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,42
Elsevier,Biochimica et Biophysica Acta: Proteins and Proteomics,,1570-9639,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,43
Elsevier,The International Journal of Biochemistry & Cell Biology,,1357-2725,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,44
Elsevier,Biocatalysis and Agricultural Biotechnology,,1878-8181,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,45
Elsevier,Bioactive Carbohydrates and Dietary Fibre,,2212-6198,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,46
Elsevier,Big Data Research,,2214-5796,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,47
Elsevier,Biochemical Engineering Journal,,1369-703X,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,48
Elsevier,BioSystems,,0303-2647,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,49
Elsevier,Biomaterials Advances,,2772-9508,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,50
Elsevier,Biophysical Chemistry,,0301-4622,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,51
Elsevier,Bioelectrochemistry,,1567-5394,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,52
Elsevier,International Journal of Biological Macromolecules,,0141-8130,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,53
Elsevier,Biosensors and Bioelectronics,,0956-5663,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,54
Elsevier,Journal of Biotechnology,,0168-1656,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,55
Elsevier,Bioresource Technology,,0960-8524,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,56
Elsevier,Bioresource Technology Reports,,2589-014X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,57
Elsevier,Journal of Biomechanics,,0021-9290,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,58
Elsevier,Bioorganic & Medicinal Chemistry,,0968-0896,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,59
Elsevier,Bioorganic & Medicinal Chemistry Letters,,0960-894X,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,60
Elsevier,Bone,,8756-3282,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,61
Elsevier,Bioprinting,,2405-8866,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,62
Elsevier,Biochemical Systematics and Ecology,,0305-1978,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,63
Elsevier,Biomedical Signal Processing and Control,,1746-8094,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,64
Elsevier,Computers & Chemical Engineering,,0098-1354,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,65
Elsevier,Computers & Electrical Engineering,,0045-7906,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,66
Elsevier,Computers & Fluids,,0045-7930,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,67
Elsevier,Computers & Graphics,,0097-8493,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,68
Elsevier,Computers & Geosciences,,0098-3004,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,69
Elsevier,Computers & Industrial Engineering,,0360-8352,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,70
Elsevier,Calphad,,0364-5916,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,71
Elsevier,Computers & Mathematics with Applications,,0898-1221,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,72
Elsevier,Cancer Letters,,0304-3835,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,73
Elsevier,Cancer Epidemiology,,1877-7821,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,74
Elsevier,Computers & Operations Research,,0305-0548,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,75
Elsevier,Carbohydrate Research,,0008-6215,,Hybrid,,,,,,,,,,Q3,,,Q3,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,76
Elsevier,Carbon,,0008-6223,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,77
Elsevier,Carbohydrate Polymers,,0144-8617,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,78
Elsevier,Cardiovascular Revascularization Medicine,,1553-8389,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,79
Elsevier,Computers & Structures,,0045-7949,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,80
Elsevier,Comparative Biochemistry and Physiology - Part A: Molecular & Integrative Physiology,,1095-6433,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,81
Elsevier,Computational Biology and Chemistry,,1476-9271,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,82
Elsevier,Comparative Biochemistry and Physiology - Part B: Biochemistry & Molecular Biology,,1096-4959,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,83
Elsevier,Comparative Biochemistry and Physiology - Part C: Toxicology & Pharmacology,,1532-0456,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,84
Elsevier,Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,,1744-117X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,85
Elsevier,Computers in Biology and Medicine,,0010-4825,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,86
Elsevier,Clinica Chimica Acta,,0009-8981,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,87
Elsevier,Cells & Development,,2667-2901,,Hybrid,,,,,,,,,,Q3,,,Q3,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,88
Elsevier,Cement and Concrete Composites,,0958-9465,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,89
Elsevier,Cement and Concrete Research,,0008-8846,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,90
Elsevier,Coastal Engineering,,0378-3839,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,91
Elsevier,"Computers, Environment and Urban Systems",,0198-9715,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,92
Elsevier,Cancer Genetics,,2210-7762,,Hybrid,,,,,,,,,,Q3,,,Q3,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,93
